,Pixels_Areas,Length_of_Conveyer,Steel_Type_A300,Steel_Type_A400,Steel_Plate_Thickness,Empty_Index,Square_Index,Outside_Global_Index,Orientation_Index,Luminosity_Index,Pastry,Z_Scratch,K_Scratch,Stains,Dirtiness,Bumps,Other_Faults,X_Range,Y_Range,Defect_Area,Edge,Outside_X_Range,Log_Area,Luminosity_Sum_Range,Log_Area_Sigmoid
945,65,1690,1,0,60,0.4583,0.8333,0.0,-0.1667,-0.1113,0,0,0,0,0,1,0,12,10,140,0.5909462139773655,0.0852,1.6798538919070685,177456,0.38435057046833726
946,58,1692,1,0,60,0.284,1.0,0.5,0.0,-0.1363,0,0,0,0,0,1,0,9,9,99,0.5287215839648007,0.0477,1.9367409488936742,173124,0.3606211646840021
947,68,1688,1,0,60,0.2444,0.9,1.0,0.1,-0.1293,0,0,0,0,0,1,0,9,10,110,0.6343192373502811,0.0477,1.920454914635386,288002,0.3752568903197544
948,822,1692,1,0,70,0.485,0.9048,1.0,0.0952,-0.3277,0,0,0,0,0,1,0,38,42,5544,0.0451575383250291,0.855,1.1366391031131744,2122110,1.1364117752925518
949,68,1692,1,0,70,0.2444,0.9,1.0,0.1,-0.5971,0,0,0,0,0,1,0,9,10,100,0.004,0.0477,1.920454914635386,213927,0.3752568903197544
950,59,1692,1,0,70,0.5083,0.8333,1.0,0.1667,-0.3754,0,0,0,0,0,1,0,10,12,168,0.013299734005319893,0.059,1.6408435499967107,99057,0.3754250042392474
951,71,1690,1,0,70,0.3426,0.75,1.0,0.25,-0.566,0,0,0,0,0,1,0,9,12,132,0.004399902224395013,0.0477,1.7977737320990272,252416,0.3865213524012909
952,1130,1692,1,0,70,0.4937,0.2581,1.0,0.7419,-0.3109,0,0,0,0,0,1,0,24,93,10302,0.14723241823385344,0.3408,1.123733756772869,2591446,1.123733756772869
953,1125,1692,1,0,70,0.4625,0.2528,1.0,0.7473,-0.2997,0,0,0,0,0,1,0,23,91,7636,0.155429292970754,0.31279999999999997,1.143811976084763,3529470,1.143811976084763
954,66,1692,1,0,70,0.3333,0.8182,1.0,0.1818,-0.2442,0,0,0,0,0,1,0,9,11,176,0.09457777777777777,0.0477,1.83102653174049,134085,0.3755435416599745
955,69,1682,1,0,70,0.2333,0.9,1.0,0.1,-0.1198,0,0,0,0,0,1,0,9,10,120,1.0733333333333335,0.048600000000000004,1.9271620968747674,287638,0.3765674737293295
956,255,1684,1,0,70,0.3462,0.5769,1.0,0.4231,-0.2713,0,0,0,0,0,1,0,15,26,650,0.18600000000000003,0.1335,1.4460553454924565,761088,0.9286567428752556
957,78,1688,1,0,70,0.1136,0.7273,0.0,-0.2727,-0.1229,0,0,0,0,0,1,0,11,8,104,1.0124098806287674,0.0715,2.011825035677703,394065,0.38908696190006775
958,54,1690,1,0,70,0.25,0.8889,0.0,-0.1111,-0.1279,0,0,0,0,0,1,0,9,8,80,0.998,0.0477,2.0103534362410556,223036,0.3564356642455392
959,74,1688,1,0,70,0.26,1.0,0.5,0.0,-0.1158,0,0,0,0,0,1,0,10,10,110,0.24496755032449677,0.059,1.8691981308018693,326625,0.3852417347582653
960,250,1692,1,0,70,0.2188,0.8,1.0,0.2,-0.1927,0,0,0,0,0,1,0,16,20,400,0.500875,0.152,1.5307030145701812,1214151,0.8106603165163679
961,51,1694,1,0,70,0.2031,1.0,0.5,0.0,-0.1244,0,0,0,0,0,1,0,8,8,80,0.211,0.0376,2.093697474030506,131468,0.35509109159557384
962,86,1688,1,0,70,0.2182,0.9091,0.0,-0.0909,-0.196,0,0,0,0,0,1,0,11,10,110,0.9585,0.0715,1.8575937607127322,238977,0.4036551242028767
963,55,1690,1,0,70,0.1406,1.0,0.5,0.0,-0.0256,0,0,0,0,0,1,0,8,8,80,0.58575,0.0376,2.1339137290950414,212660,0.361911768454519
964,110,1686,1,0,70,0.2143,0.7143,1.0,0.2857,-0.1387,0,0,0,0,0,1,0,10,14,182,0.7834113364534582,0.059,1.7811693733798333,485080,0.45099208533977375
965,375,1364,1,0,70,0.2589,0.9565,1.0,0.0435,-0.2816,0,0,0,0,0,1,0,22,23,736,0.4436363636363636,0.3542,1.4081370451927961,2896740,1.1201730194508692
966,67,1364,1,0,70,0.3232,0.8182,1.0,0.1818,-0.1196,0,0,0,0,0,1,0,9,11,121,0.4497677829381569,0.0594,1.837668342737735,196300,0.37690577709550943
967,126,1354,0,1,40,0.3636,0.6111,1.0,0.3889,-0.1115,0,0,0,0,0,1,0,11,18,270,1.3315150688667667,0.0891,1.6067065909744978,415570,0.5348726241354103
968,76,1358,0,1,40,0.2762,0.2381,1.0,0.7619,-0.0236,0,0,0,0,0,1,0,5,21,273,0.07280291211648467,0.018500000000000003,2.035015950768368,161466,0.4306093751825867
969,880,1358,0,1,40,0.5582,0.2892,0.0,-0.7108,-0.0797,0,0,0,0,0,1,0,83,24,6649,0.9389997332880246,5.0713,1.1116594551070835,3420846,1.1116594551070835
970,52,1358,0,1,40,0.2778,0.8889,1.0,0.1111,-0.1262,0,0,0,0,0,1,0,8,9,81,0.7124535943300708,0.0472,1.991322152268328,145400,0.3530614175971746
971,112,1356,0,1,40,0.3333,0.2143,1.0,0.7857,-0.0795,0,0,0,0,0,1,0,6,28,588,0.10850542527126356,0.0264,1.819550783704994,290312,0.5278516823528188
972,59,1356,0,1,40,0.1571,0.7,1.0,0.3,-0.0662,0,0,0,0,0,1,0,7,10,110,0.13214959145191704,0.0364,2.0953708491647745,190404,0.367318509858585
973,84,1356,0,1,40,0.3333,0.6429,1.0,0.3571,-0.0916,0,0,0,0,0,1,0,9,14,196,0.47036864209052726,0.0594,1.759585838317699,263709,0.4150862992591452
974,55,1354,0,1,40,0.2143,0.3571,1.0,0.6429,-0.1372,0,0,0,0,0,1,0,5,14,154,0.07150715071507151,0.018500000000000003,2.1724452703941672,133628,0.38082965590009754
975,68,1354,0,1,40,0.3929,0.5714,1.0,0.4286,-0.1099,0,0,0,0,0,1,0,8,14,196,1.2460623031151556,0.0472,1.7704562891442939,170434,0.3886151554671725
976,78,1352,0,1,40,0.3036,0.4375,1.0,0.5625,-0.0604,0,0,0,0,0,1,0,7,16,192,0.07097548431338933,0.0364,1.859400745829903,206382,0.40813846370966367
977,122,1352,0,1,40,0.2988,0.2069,1.0,0.7931,-0.1014,0,0,0,0,0,1,0,6,29,464,0.06693333333333333,0.0264,1.8333263798619222,280640,0.5470645917507976
978,67,1350,0,1,40,0.3232,0.8182,1.0,0.1818,-0.0547,0,0,0,0,0,1,0,9,11,143,1.0977899754441716,0.0603,1.837668342737735,178354,0.37690577709550943
979,56,1380,0,1,40,0.2222,0.8889,0.0,-0.1111,-0.1829,0,0,0,0,0,1,0,9,8,112,1.4585472079639135,0.058499999999999996,2.0286884537269763,216709,0.3596864628457929
980,101,1376,0,1,40,0.3267,0.6667,1.0,0.3333,-0.1158,0,0,0,0,0,1,0,10,15,225,1.2927853607319635,0.073,1.7041903714051774,297206,0.4533146387937772
981,67,1376,0,1,40,0.3232,0.8182,1.0,0.1818,-0.081,0,0,0,0,0,1,0,9,11,132,0.6162666666666666,0.058499999999999996,1.837668342737735,204906,0.37690577709550943
982,77,1350,0,1,40,0.45,0.7143,1.0,0.2857,-0.1317,0,0,0,0,0,1,0,10,14,210,0.06224688765561723,0.07400000000000001,1.6460154907813538,128370,0.41677112226583873
983,89,1352,0,1,40,0.3258,0.9167,1.0,0.0833,-0.078,0,0,0,0,0,1,0,11,12,168,0.8641975308641976,0.0891,1.7345270030103217,199576,0.4218369671321102
984,52,1352,0,1,40,0.35,0.8,0.0,-0.2,0.0515,0,0,0,0,0,1,0,10,8,160,1.4408,0.07400000000000001,1.90011969868265,76989,0.3519021681960268
985,105,1368,1,0,69,0.7193,0.7727,0.0,-0.2273,0.0048,0,0,0,0,0,1,0,22,17,740,0.5900160265922716,0.3542,1.223616895793148,648240,0.7553387097731101
986,54,1652,1,0,69,0.2286,0.7,0.0,-0.3,0.093,0,0,0,0,0,1,0,10,7,84,0.8367934717388695,0.06,2.0499324932759517,271980,0.3593531660712744
987,193,1654,1,0,69,0.3567,0.3333,1.0,0.6667,-0.2625,0,0,0,0,0,1,0,10,30,750,0.18749999999999997,0.06,1.5473552587128436,601194,0.7679524148991843
988,223,1652,1,0,69,0.3536,0.6522,1.0,0.3478,-0.2521,0,0,0,0,0,1,0,15,23,552,1.29776,0.1365,1.4663161553091753,1302289,0.8369732614504772
989,86,1652,1,0,69,0.3175,0.6429,1.0,0.3571,-0.1054,0,0,0,0,0,1,0,9,14,224,0.7662222222222222,0.049499999999999995,1.7689127496885044,324984,0.4172865176515182
990,110,1650,1,0,69,0.4271,0.3333,1.0,0.6667,-0.1184,0,0,0,0,0,1,0,8,24,480,1.0817499999999998,0.0392,1.637758630319689,335151,0.5307975720866112
991,81,1646,1,0,69,0.3769,0.7692,1.0,0.2308,-0.1187,0,0,0,0,0,1,0,10,13,208,0.11088,0.061000000000000006,1.713347954620743,264973,0.41257418747267494
992,116,1650,1,0,69,0.2418,0.5294,0.0,-0.4706,-0.1561,0,0,0,0,0,1,0,17,9,180,1.0196950444726811,0.1751,1.7583020687154156,576380,0.4745657283462906
993,110,1650,1,0,69,0.4444,0.6111,0.0,-0.3889,0.0005,0,0,0,0,0,1,0,18,11,544,0.9124566404505959,0.19619999999999999,1.5615743833628546,380349,0.5198481122214943
994,89,1650,1,0,69,0.4795,0.4737,0.0,-0.5263,0.0465,0,0,0,0,0,1,0,19,9,448,0.6446559488751421,0.2185,1.5976900421324978,321894,0.47004041039538086
995,51,1650,1,0,69,0.4396,0.5385,0.0,-0.4615,-0.0005,0,0,0,0,0,1,0,13,7,154,0.5988550446574279,0.10270000000000001,1.8139753415143736,137025,0.3564461546075744
996,76,1650,1,0,69,0.3391,0.2174,0.0,-0.7826,0.0574,0,0,0,0,0,1,0,23,5,168,0.2585777356768423,0.3197,1.9759845594162737,318866,0.44064455674982905
997,51,1690,1,0,150,0.2917,0.8889,1.0,0.1111,-0.1147,0,0,0,0,0,1,0,8,9,90,0.451125,0.0376,1.9815744214530284,242718,0.35133314492362194
998,252,1652,1,0,100,0.328,0.6,1.0,0.4,-0.1301,0,0,0,0,0,1,0,15,25,500,0.9620000000000001,0.1365,1.460642346028824,1206623,0.9039915479572392
999,102,1650,1,0,100,0.3929,0.8571,1.0,0.1429,0.0313,0,0,0,0,0,1,0,12,14,360,0.9793206900246437,0.0876,1.6239350596729438,417384,0.47110356081112104
1000,979,1660,1,0,100,0.5701,0.4783,1.0,0.5217,-0.0569,0,0,0,0,0,1,0,33,69,13608,1.4833150070421603,0.6567000000000001,1.0710612504110084,4136545,1.0710612504110084
1001,52,1662,1,0,100,0.2778,0.8889,0.0,-0.1111,-0.2946,0,0,0,0,0,1,0,9,8,80,1.0883333333333334,0.048600000000000004,1.991322152268328,136155,0.3530614175971746
1002,290,1710,1,0,100,0.3409,0.9091,0.0,-0.0909,-0.2938,0,0,0,0,0,1,0,22,20,616,1.1019490161468501,0.2838,1.4099350722150836,2123253,1.0076805961121202
1003,56,1710,1,0,100,0.2222,0.8889,0.0,-0.1111,-0.1677,0,0,0,0,0,1,0,9,8,90,0.7894901313733579,0.0477,2.0286884537269763,202844,0.3596864628457929
1004,56,1658,1,0,100,0.5852,0.6,0.0,-0.4,0.031,0,0,0,0,0,1,0,15,9,209,1.3650811981815223,0.1365,1.5577833824237375,169970,0.3846167171204208
1005,226,1358,1,0,100,0.4293,0.2045,1.0,0.7954,-0.1415,0,0,0,0,0,1,0,9,44,1012,0.7676974188602096,0.0594,1.501120340419736,819522,0.9778297897494159
1006,187,1358,1,0,100,0.6004,0.6923,1.0,0.3077,-0.1262,0,0,0,0,0,1,0,18,26,896,0.09304329097566227,0.2376,1.2789862691101281,522900,0.9607744853555282
1007,171,1360,1,0,100,0.3893,0.3571,1.0,0.6429,-0.1851,0,0,0,0,0,1,0,10,28,644,1.8838546458141674,0.07400000000000001,1.5429784805289661,570752,0.7143990364849113
1008,383,1360,1,0,100,0.3552,0.5454,1.0,0.4545,-0.154,0,0,0,0,0,1,0,18,33,1221,0.2931140801644399,0.2376,1.3551753052141278,1161328,1.1856428745318404
1009,120,1360,1,0,100,0.2899,1.0,0.5,0.0,-0.1636,0,0,0,0,0,1,0,13,13,221,0.14423957107362362,0.1248,1.675727931192252,629503,0.4883071191494222
1010,425,1356,1,0,100,0.2216,0.8077,1.0,0.1923,-0.3194,0,0,0,0,0,1,0,21,26,728,1.292,0.3255,1.4048748365772024,2813900,1.1737729259602525
1011,111,1352,1,0,100,0.2292,1.0,0.5,0.0,-0.1647,0,0,0,0,0,1,0,12,12,168,0.28479757321199395,0.1068,1.75611427077546,367908,0.45360431614130126
1012,96,1362,1,0,100,0.3726,0.5294,1.0,0.4706,-0.0684,0,0,0,0,0,1,0,9,17,378,0.1670084905535452,0.0594,1.6882936259697596,297622,0.4556704496492381
1013,133,1358,1,0,100,0.2083,0.8571,1.0,0.1429,-0.1681,0,0,0,0,0,1,0,12,14,196,0.7337533543343834,0.1056,1.717154074101048,594846,0.4981463968967141
1014,63,1356,1,0,100,0.3,0.9,1.0,0.1,-0.1463,0,0,0,0,0,1,0,9,10,120,0.6293333333333333,0.0594,1.8856614067685946,254708,0.3684582388825834
1015,69,1362,1,0,120,0.2159,0.7273,1.0,0.2727,-0.2288,0,0,0,0,0,1,0,8,11,121,1.3345249553141758,0.0472,1.9552587379671944,258818,0.37814703992285537
1016,165,1632,1,0,100,0.2143,0.9333,1.0,0.0667,-0.214,0,0,0,0,0,1,0,14,15,240,0.7745142857142857,0.12040000000000001,1.6451160665922508,896454,0.5772712277672208
1017,245,1656,1,0,80,0.2899,0.6522,1.0,0.3478,-0.2627,0,0,0,0,0,1,0,15,23,460,0.28013333333333335,0.1365,1.4918547707978886,1433564,0.8515507031714348
1018,88,1656,1,0,80,0.2,0.9091,1.0,0.0909,-0.1903,0,0,0,0,0,1,0,10,11,143,1.1257150286011441,0.06,1.8671962097213273,273600,0.40574173637244443
1019,106,1654,1,0,80,0.2587,0.8461,1.0,0.1539,-0.1176,0,0,0,0,0,1,0,11,13,143,0.1995,0.0726,1.7459235018096209,383136,0.4487023399650726
1020,154,1656,1,0,80,0.2596,0.8125,1.0,0.1875,-0.109,0,0,0,0,0,1,0,13,16,304,0.4713534054370067,0.10139999999999999,1.6309437302493182,684996,0.5674053237537378
1021,88,1656,1,0,80,0.45,0.4,1.0,0.6,-0.3624,0,0,0,0,0,1,0,8,20,420,0.13622047244094487,0.0384,1.6549864371116643,193914,0.46207221324157666
1022,169,1654,1,0,80,0.3647,0.7368,1.0,0.2632,-0.321,0,0,0,0,0,1,0,14,19,380,0.08985714285714286,0.11900000000000001,1.5202122207799045,572871,0.66874135592108
1023,80,1648,1,0,80,0.3162,0.6923,1.0,0.3077,-0.2099,0,0,0,0,0,1,0,9,13,156,1.1036,0.049499999999999995,1.790505191166701,169911,0.40340081956985774
1024,63,1648,1,0,80,0.3571,0.5,1.0,0.5,-0.1069,0,0,0,0,0,1,0,7,14,168,0.5160294873992799,0.030100000000000002,1.857686894756643,165646,0.3789681265303551
1025,84,1646,1,0,80,0.3058,1.0,0.5,0.0,-0.2065,0,0,0,0,0,1,0,11,11,165,1.3057411700531842,0.0737,1.7743415913783243,298620,0.4080985660170146
1026,79,1646,1,0,80,0.4148,0.6,1.0,0.4,-0.1958,0,0,0,0,0,1,0,9,15,180,1.1081333333333332,0.049499999999999995,1.6909105059417024,309016,0.41748580391700635
1027,66,1646,1,0,80,0.34,1.0,0.5,0.0,-0.11,0,0,0,0,0,1,0,10,10,140,0.9049419011619767,0.061000000000000006,1.8194981805018196,263165,0.374998575001425
1028,350,1648,1,0,80,0.359,0.8077,0.0,-0.1923,-0.1593,0,0,0,0,0,1,0,26,21,775,0.4357651013189346,0.41080000000000005,1.3598166457677905,2109184,1.136126807538989
1029,85,1648,1,0,80,0.2917,0.8333,1.0,0.1667,-0.1091,0,0,0,0,0,1,0,10,12,132,0.08414915850841491,0.061000000000000006,1.7878041254594836,368334,0.40904958390512985
1030,82,1648,1,0,80,0.3167,0.5333,0.0,-0.4667,-0.1015,0,0,0,0,0,1,0,15,8,144,0.5665129185885176,0.1365,1.8018392751269705,254637,0.41226082614905085
1031,60,1648,1,0,80,0.2208,0.6364,1.0,0.3636,-0.1033,0,0,0,0,0,1,0,7,11,121,1.0983658076681333,0.030100000000000002,2.0203658238139646,172175,0.36811065309890434
1032,108,1648,1,0,80,0.3647,0.5882,1.0,0.4118,-0.0679,0,0,0,0,0,1,0,10,17,289,0.19194151649098948,0.061000000000000006,1.6524976412046801,425238,0.48385130934473036
1033,57,1646,1,0,80,0.2083,0.8889,0.0,-0.1111,-0.0839,0,0,0,0,0,1,0,9,8,80,0.5333333333333333,0.049499999999999995,2.037623873641001,233940,0.3612707127965495
1034,34,1690,1,0,211,0.4333,0.6,1.0,0.4,-0.4053,0,0,0,0,0,1,0,6,10,80,0.09626666666666667,0.0216,1.9680005551265034,87992,0.3264912920954869
1035,51,1686,1,0,211,0.6458,0.25,0.0,-0.75,-0.3013,0,0,0,0,0,1,0,24,6,275,0.2809482337122602,0.3408,1.5898366054645987,118586,0.41065479519150583
1036,116,1692,1,0,143,0.2467,0.7857,1.0,0.2143,-0.2052,0,0,0,0,0,1,0,11,14,252,0.9225985927016854,0.0715,1.7297145454054632,826070,0.4690985847139616
1037,79,1682,1,0,143,0.4733,0.6667,1.0,0.3333,0.0075,0,0,0,0,0,1,0,10,15,255,1.4292757565453929,0.06,1.6134668706174047,346392,0.42918218758422966
1038,114,1694,1,0,60,0.3091,0.7333,0.0,-0.2667,-0.0625,0,0,0,0,0,1,0,15,11,216,0.31680115246499246,0.132,1.6793878246415714,547200,0.4803049178474894
1039,38,1696,1,0,100,0.3214,0.875,0.0,-0.125,-0.1852,0,0,0,0,0,1,0,8,7,63,1.001574980312746,0.0376,2.06993923474433,134742,0.33574414387553037
1040,32,1698,1,0,100,0.3333,0.75,1.0,0.25,-0.0791,0,0,0,0,0,1,0,6,8,72,0.984100794960252,0.021,2.141596601743938,105616,0.3321616329304848
1041,25,1694,1,0,100,0.3056,1.0,0.5,0.0,-0.0881,0,0,0,0,0,1,0,6,6,36,0.6009,0.021,2.308303631475651,81704,0.33447319620082183
1042,45,1694,1,0,100,0.2857,0.7778,0.0,-0.2222,-0.1903,0,0,0,0,0,1,0,9,7,70,0.930111111111111,0.0477,2.050110850083945,186560,0.3458537004091615
1043,223,1626,1,0,70,0.5022,0.4375,1.0,0.5625,-0.0961,0,0,0,0,0,1,0,14,32,992,1.6640832595217006,0.12040000000000001,1.3613364032455704,619200,0.9875134269143369
1044,62,1626,1,0,70,0.2346,1.0,0.5,0.0,-0.1706,0,0,0,0,0,1,0,9,9,108,0.2886666666666667,0.049499999999999995,1.9685916279896911,217206,0.3665517611316805
1045,84,1628,1,0,70,0.3636,0.9167,1.0,0.0833,-0.1144,0,0,0,0,0,1,0,11,12,156,0.521214986408226,0.07479999999999999,1.7121936554287276,447534,0.4164054970002665
1046,137,1626,1,0,70,0.1893,1.0,0.5,0.0,-0.1711,0,0,0,0,0,1,0,13,13,208,0.5889230769230769,0.10400000000000001,1.7220699646876125,683192,0.5018111877099702
1047,148,1626,1,0,70,0.3675,0.7222,1.0,0.2778,-0.168,0,0,0,0,0,1,0,13,18,399,1.5288081362667765,0.10400000000000001,1.552121543753833,330981,0.602533583285238
1048,52,1626,1,0,70,0.2778,0.8889,1.0,0.1111,-0.1762,0,0,0,0,0,1,0,8,9,81,1.0364495443806951,0.0392,1.991322152268328,153524,0.3530614175971746
1049,68,1624,1,0,70,0.3818,0.9091,0.0,-0.0909,-0.1229,0,0,0,0,0,1,0,11,10,140,0.9466717576683213,0.07479999999999999,1.7596487808250616,274824,0.38237168007328587
1050,60,1624,1,0,70,0.4,1.0,0.5,0.0,-0.1742,0,0,0,0,0,1,0,10,10,120,0.3014520580823232,0.062,1.7780982219017782,228312,0.3664660435339565
1051,113,1624,1,0,70,0.2756,0.9231,0.0,-0.0769,-0.2614,0,0,0,0,0,1,0,13,12,168,0.12728839112642687,0.10400000000000001,1.7078967067798487,373905,0.4677929079870005
1052,51,1624,1,0,70,0.2917,0.8889,1.0,0.1111,-0.1123,0,0,0,0,0,1,0,8,9,90,0.59425,0.0392,1.9815744214530284,191235,0.35133314492362194
1053,70,1624,1,0,70,0.3636,0.9091,0.0,-0.0909,-0.1194,0,0,0,0,0,1,0,11,10,120,0.4648194611105051,0.07479999999999999,1.7717478665758915,315600,0.3850008114069412
1054,66,1624,1,0,70,0.34,1.0,0.5,0.0,-0.112,0,0,0,0,0,1,0,10,10,130,0.8789651586063443,0.062,1.8194981805018196,277574,0.374998575001425
1055,104,1626,1,0,70,0.2727,0.8461,1.0,0.1539,-0.071,0,0,0,0,0,1,0,11,13,208,0.5688727272727273,0.07479999999999999,1.7387684309238163,272074,0.44686348674742077
1056,140,1624,1,0,70,0.2308,0.9286,1.0,0.0714,-0.1589,0,0,0,0,0,1,0,13,14,252,0.17225145389088894,0.10400000000000001,1.6810510331171287,557701,0.5206215049563747
1057,64,1624,1,0,70,0.2727,0.7273,0.0,-0.2727,-0.1561,0,0,0,0,0,1,0,11,8,112,1.079928725976836,0.07479999999999999,1.9204896038481412,186651,0.37142268938423045
1058,57,1626,1,0,70,0.2597,0.6364,0.0,-0.3636,-0.1053,0,0,0,0,0,1,0,11,7,84,0.8346241954838006,0.07479999999999999,1.9951410775743437,150144,0.3635147043340454
1059,114,1626,1,0,70,0.3254,1.0,0.5,0.0,-0.1582,0,0,0,0,0,1,0,13,13,224,1.0058483407611127,0.10400000000000001,1.657755281680138,577348,0.4830698890815922
1060,58,1628,1,0,70,0.275,0.8,0.0,-0.2,-0.1041,0,0,0,0,0,1,0,10,8,80,0.7789,0.061000000000000006,1.9526055225273806,232785,0.3616225427720709
1061,767,1624,1,0,70,0.309,0.8108,1.0,0.1892,-0.4375,0,0,0,0,0,1,0,30,37,1554,1.010359792804144,0.5549999999999999,1.2453865589997863,6737816,1.2396577808283873
1062,66,1624,1,0,70,0.3654,0.6154,1.0,0.3846,-0.1161,0,0,0,0,0,1,0,8,13,130,0.61725,0.0392,1.8087126748232139,164274,0.3807340180502865
1063,59,1622,1,0,70,0.0781,1.0,0.5,0.0,-0.1336,0,0,0,0,0,1,0,8,8,64,0.7694,0.0392,2.171187331349977,189747,0.3682333713969561
1064,93,1696,1,0,85,0.2955,0.9167,0.0,-0.0833,-0.093,0,0,0,0,0,1,0,12,11,154,0.620464356551161,0.0852,1.7515217017676301,464271,0.42597007786988766
1065,84,1696,1,0,85,0.2222,0.75,1.0,0.25,-0.0054,0,0,0,0,0,1,0,9,12,132,1.202028843803471,0.0477,1.8686630976493048,513312,0.40176256599460053
1066,76,1698,1,0,85,0.4412,0.4706,0.0,-0.5294,0.0979,0,0,0,0,0,1,0,17,8,144,0.6958915713680643,0.17,1.6924847530817455,213600,0.42007471571488925
1067,63,1696,1,0,85,0.4273,0.9091,1.0,0.0909,0.1207,0,0,0,0,0,1,0,10,11,192,1.4839314934002399,0.059,1.7277686501165257,180740,0.37544412767032104
1068,52,1352,1,0,80,0.2778,0.8889,0.0,-0.1111,-0.1995,0,0,0,0,0,1,0,9,8,80,0.8826666666666666,0.0603,1.991322152268328,218448,0.3530614175971746
1069,84,1352,1,0,80,0.3,0.8333,0.0,-0.1667,-0.1677,0,0,0,0,0,1,0,12,10,120,0.9083,0.1068,1.7830784070807941,366909,0.4079683395400857
1070,121,1354,1,0,80,0.3278,0.5556,1.0,0.4444,-0.1753,0,0,0,0,0,1,0,10,18,252,1.1870362592748145,0.07400000000000001,1.659203649164623,421509,0.5090436795637063
1071,61,1356,1,0,80,0.2469,1.0,0.5,0.0,-0.1442,0,0,0,0,0,1,0,9,9,99,0.8183818137374724,0.0594,1.9607937031075628,273962,0.3650997875186282
1072,75,1352,1,0,80,0.4318,0.9167,0.0,-0.0833,-0.1494,0,0,0,0,0,1,0,12,11,165,1.0336249999999998,0.1068,1.6684167350695875,416466,0.4057589499689237
1073,72,1356,1,0,80,0.2,0.9,1.0,0.1,-0.1807,0,0,0,0,0,1,0,9,10,140,0.9819567584383263,0.0594,1.9464452458129888,377550,0.380335401031858
1074,50,1360,0,1,40,0.3827,1.0,0.5,0.0,-0.0617,0,0,0,0,0,1,0,9,9,99,0.8196040087998043,0.0594,1.8660104753149327,90075,0.34745115050364045
1075,88,1358,0,1,40,0.2667,0.8333,1.0,0.1667,-0.1439,0,0,0,0,0,1,0,10,12,156,0.5973738949557983,0.07400000000000001,1.8017959583061915,337505,0.41225091526045665
1076,107,1358,0,1,40,0.3631,0.8571,0.0,-0.1429,-0.0965,0,0,0,0,0,1,0,14,12,180,0.31404693024750885,0.1442,1.6407516728568514,272228,0.4759820602957726
1077,147,1358,0,1,50,0.2139,0.6471,1.0,0.3529,-0.213,0,0,0,0,0,1,0,11,17,289,1.5156853654767424,0.0891,1.6912955286291547,592360,0.5358024234697163
1078,84,1358,0,1,50,0.2,0.4667,1.0,0.5333,-0.0729,0,0,0,0,0,1,0,7,15,135,1.0982257649781433,0.0364,1.9360652555910487,259168,0.4096714080830659
1079,32,1358,0,1,50,0.2381,0.8571,1.0,0.1429,-0.1809,0,0,0,0,0,1,0,6,7,42,0.8792,0.0264,2.288576147395313,43615,0.3430575644945574
1080,62,1360,0,1,50,0.4364,0.9091,0.0,-0.0909,-0.1326,0,0,0,0,0,1,0,11,10,110,0.9029,0.0891,1.721142960300595,234056,0.37400436527331926
1081,273,1376,0,1,40,0.3175,0.25,1.0,0.75,-0.1453,0,0,0,0,0,1,0,10,40,1240,1.522938623682579,0.073,1.5206282250619654,955680,0.999660995155736
1082,1176,1668,0,1,40,0.2975,0.5741,1.0,0.4259,-0.2217,0,0,0,0,0,1,0,31,54,4020,1.428091155776481,0.5766,1.1883721776683285,7966404,1.1882533404505617
1083,2400,1664,0,1,40,0.3999,0.4624,1.0,0.5376,-0.153,0,0,0,0,0,1,0,43,93,9120,0.9922596449986442,1.1094,1.0512056934658758,16391655,1.0512056934658758
1084,177,1666,0,1,40,0.2436,0.7222,1.0,0.2778,-0.1422,0,0,0,0,0,1,0,13,18,324,1.2201606203267794,0.10139999999999999,1.6076898264565345,680225,0.6241051906304267
1085,61,1668,0,1,40,0.1286,0.7,1.0,0.3,-0.1563,0,0,0,0,0,1,0,7,10,100,1.2555714285714288,0.0294,2.112528561674877,184464,0.370326256861606
1086,220,1666,0,1,40,0.3452,0.7619,1.0,0.2381,-0.011,0,0,0,0,0,1,0,16,21,399,0.7698610616316353,0.1536,1.4712994660848704,696275,0.818042503143188
1087,67,1374,0,1,40,0.2556,0.9,1.0,0.1,-0.1382,0,0,0,0,0,1,0,9,10,110,0.5017110730872647,0.0594,1.9137477323960046,214339,0.37394630691017927
1088,341,1362,0,1,40,0.3392,0.2791,1.0,0.7209,0.0192,0,0,0,0,0,1,0,12,43,1677,2.7296067598310043,0.1056,1.4366878816423774,845196,1.1581141013919205
1089,57,1362,0,1,40,0.3214,0.4286,1.0,0.5714,-0.087,0,0,0,0,0,1,0,6,14,112,1.022,0.0264,1.96872725141211,99915,0.3724831959671712
1090,80,1358,0,1,40,0.2593,0.75,1.0,0.25,-0.1078,0,0,0,0,0,1,0,9,12,144,0.6106666666666667,0.0594,1.848076049023745,301488,0.39733635054010513
1091,111,1362,0,1,40,0.1591,0.9167,0.0,-0.0833,-0.1652,0,0,0,0,0,1,0,12,11,165,1.055375,0.1056,1.819856406718483,474440,0.44258907811393505
1092,98,1358,0,1,200,0.1901,1.0,0.5,0.0,-0.1919,0,0,0,0,0,1,0,11,11,154,1.0197276314114803,0.0891,1.8360281540053627,425754,0.42228647542123343
